name,state,city,address,latitude,longitude,Charging Type,Supported Vehicle Types,access hours,Pricing Information,Amenities
Tata Power ,Gujarat,Ahmedabad,"Ginger Hotel, DriveIn Road, Ginger Hotel Ahmedabad Behind Himalaya Mall, DriveIn Road, Ahmedabad 380015",23.047141,72.531013,DC Fast Charging,EV2,24-Jul,?12 k/Wh,Parking
"Fairfield by Marriott, Ashram Rd",Gujarat,Ahmedabad,"Ashram Rd, Satyawadi Society, Usmanpura, Ahmedabad, Gujarat 380013",23.0522787,72.5710882,AC Fast Charging,EV1,24-Jul,?10 k/Wh,"No Wifi, No Parking"
Abhinav Girls Hostel Bodakdev,Gujarat,Ahmedabad,"Bodakdev, Ahmedabad, Gujarat 380054",23.058,72.5001,AC Fast Charging,EV1,24-Jul,?10 k/Wh,"Wifi, Parking"
"HP Service Center, Sola ",Gujarat,Ahmedabad,"F.P. No 232/1, Solaroad, Ahmedabad 380061",23.0633903,72.5317625,AC Fast Charging,EV1,24-Jul,?12 k/Wh,Parking
Tata Power ,Gujarat,Ahmedabad,"EV Capital Ram Nagar, Sabarmati, 3HGQ+QV6, Ram Nagar, Sabarmati, Ahmedabad, Gujarat,380005",23.076996,72.5896645,DC Fast Charging,EV2,24-Jul,?15 k/Wh,Wifi
"Click Hotel, Bhuj",Gujarat,Bhuj,"opp. Bhuj railway compound,Bhuj, Gujarat 370001",23.2655334,69.6786728,AC Fast Charging,EV1,24-Jul,?10 k/Wh,Parking
"The Hazelnut Factory, Alambagh",Gujarat,lucknow,"LGF & UGF RB Tower, B-172, Kanpur Rd, Behind iDelta | Phoenix Mall, Lucknow, Lucknow, Uttar Pradesh 226005",26.7991124,80.8982589,"Phoenix Mall, Lucknow, Lucknow, Uttar Pradesh 226005",DC Fast Charging,24-Jul,24-Jul,?12 k/Wh
The Hazelnut Factory,Gujarat,lucknow,"B 192, Niralanagar, Lucknow - 226020",26.8727547,80.9407119,AC Fast Charging,EV1,24-Jul,?10 k/Wh,"No Wifi, No Parking"
Oyo Silverkey 42750,Gujarat,gurugram,"170, Medicity, Islampur Colony, Sector 38,  Gurugram",28.434959,77.0442743,DC Fast Charging,EV2,24-Jul,?14 k/Wh,Wifi
Amrit Residency,Gujarat,gurugram,"Opposite Ayyappa Temple, Dundahera, Surya Vihar, Sector 21, Gurugram",28.5184277,77.0719022,AC Fast Charging,EV1,24-Jul,?11 k/Wh,"Wifi, Parking"
Sarath City Capital Mall,Andhra Pradesh,hyderabad,"Capital Mall, GF-070 & 071, Sarath City, Gachibowli - Miyapur Rd, Forest Dept Colony, Kondapur, Hyderabad, Telangana ",17.456842,78.364575,DC Fast Charging,EV2,24-Jul,?13 k/Wh,Wifi
"Breadworld, Petta",Kerala,kochi,"50/698 pushpamangalam Heritage, petta Maradu Road Near Gandhi Square",9.9449301,76.3354211,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Parking
"Host The Hospitality Store (Breadworld, Thykoodam)",Kerala,kochi,"Thykoodam Service Rd, Vyttila,  Thykoodam, Kochi,  Kerala ",9.96185112,76.31884766,AC Fast Charging,EV1,24-Jul,?8 k/Wh,"No Wifi, No Parking"
"Breadworld, Mavelipuram",Kerala,kochi,"7/5 1 6- 1, 2, 3,  Seaport u2013 Airport Rd, Mavelipuram, Kakkanad, Kerala ",10.0231762,76.3411644,AC Fast Charging,EV1,24-Jul,?9 k/Wh,"Wifi, Parking"
"Ather Space, Kozhikode",Kerala,calicut,"MCC Cross Rd, Vellayil, Kozhikode, Kerala ",11.264453,75.7773662,DC Fast Charging,EV2,24-Jul,?12 k/Wh,"Wifi, Parking"
Lumber Jack,Maharashtra,pune,"TechKaTech Innovation Hub, Karve road, Opp to Vandevi Temple, above Hotel Marathi Bana, Mavale Basti, Hingne Budrukh, Karve Nagar, Pune, Maharashtra ,Karve Nagar",18.49311528,73.81548659,AC Fast Charging,EV1,24-Jul,?11 k/Wh,"No Wifi, No Parking"
AtherSpace Pune,Maharashtra,pune,"805, Bhandarkar Rd, Below Kung Apartments, Deccan Gymkhana, Pune, Maharashtra ",18.5186726,73.8302965,DC Fast Charging,EV2,24-Jul,?12 k/Wh,Wifi
Lodha Venezia CPL,Maharashtra,mumbai,"GD Ambekar Marg, Lal Baug, Parel, Mumbai, Maharashtra",18.9917205,72.841513,AC Fast Charging,EV1,24-Jul,?10 k/Wh,"Wifi, Parking"
Volltic DCS03,Haryana,Gurgaon,"Baba mallah plot, near lakshya tent house, village wazirabad, sector 52, gurgaon, haryana",28.25547179,77.05044021,DC Fast Charging,EV2,24-Jul,?14 k/Wh,"No Wifi, No Parking"
AARGO GOLDEN GALAXY HOTEL,Haryana,FARIDABAD,"NH-19, Ballabhgarh, Faridabad, Haryana 121004",28.288075,77.295116,AC Fast Charging,EV1,24-Jul,?13 k/Wh,"Wifi, Parking"
AARGO GOLDEN GALAXY HOTEL,Haryana,FARIDABAD,"NH-19, Ballabhgarh, Faridabad, Haryana 121004",28.288075,77.295116,AC Fast Charging,EV1,24-Jul,?13 k/Wh,"Wifi, Parking"
Tata Power ,Haryana,Faridabad,"AutoVikas, Sec -5, Plot no-2 Sector- 5 North India Compound, 20/3, Mathura Road Faridabad-121005",28.3628,77.314851,DC Fast Charging,EV2,24-Jul,?15 k/Wh,"No Wifi, No Parking"
Karma Lakelands AC Charger,Haryana,Gurugram,"Karma Lakeland, NH-8, Sector 80, Gurugram, Haryana 122002",28.3639,76.9607,AC Fast Charging,EV1,24-Jul,?11 k/Wh,Wifi
Savoy Suites Manesar,Haryana,Gurugram,"R 75, Sector 1 Main Rd, Sector 1, Imt Manesar, Gurugram, Haryana 122051",28.3664,76.9436,AC Fast Charging,EV1,24-Jul,?10 k/Wh,"No Wifi, No Parking"
Monsoon Breeze AdPod,Haryana,Gurugram,"K tower, Gurgaon sector 78, Gurgaon - 122004",28.3687,76.966,AC Fast Charging,EV1,24-Jul,?9 k/Wh,"Wifi, Parking"
Volltic HR001,Haryana,Gurgaon,"Plot No u0096 283, Sector u0096 7, IMT Manesar, Gurugram, Haryana 122050",28.37480792,76.91054184,DC Fast Charging,EV2,24-Jul,?13 k/Wh,Wifi
Deep Brothers IOCL AC Charging Station,Haryana,Darbaripur,"Deep Brothers, Palra Road, Darbaripur",28.3861,77.0063,AC Fast Charging,EV1,24-Jul,?10 k/Wh,"No Wifi, No Parking"
Tata Power ,Haryana,Gurgaon,"Vatika Town Square II, Sector 82, Sector 82, Vatika India Next, Haryana -122004",28.3904593,76.9592003,DC Fast Charging,EV2,24-Jul,?12 k/Wh,"No Wifi, No Parking"
Volltic PCS01,Haryana,Gurgaon,"285, Baharampur Naya Marg, Baharampur Naya, Sector 61, Gurugram, Haryana 122011",28.40501523,77.09266673,DC Fast Charging,EV2,24-Jul,?13 k/Wh,Wifi
Volltic DCS04,Haryana,Gurgaon,"Vatika City, Block W, sector 49, gurgaon, Haryana",28.40596414,77.04509603,AC Fast Charging,EV1,24-Jul,?12 k/Wh,Parking
Tata Power ,Haryana,Gurgaon,"Zedex TATA, Sec 48, GF-26, NIHO Scottish Mall, Sector 48, P.S. - Badshahpur, District - Gurugram 122001",28.411072,77.040546,DC Fast Charging,EV2,24-Jul,?14 k/Wh,"Wifi, Parking"
The Nile AdPod,Haryana,Gurgaon,"The Nile, Sohna, Gurgaon - Delhi Expy, Rosewood City, Ghasola, Sector 49, Gurugram, Haryana 122018",28.4113,77.051,AC Fast Charging,EV1,24-Jul,?10 k/Wh,"No Wifi, No Parking"
Mahindra first choice ,Haryana,Gurgaon,"PLOT NO-21,SECTOR-61, near HBR CHOWK, Gurugram, Haryana 122005",28.42061615,77.10537261,AC Fast Charging,EV1,24-Jul,?10 k/Wh,Parking
Volltic DCS05,Haryana,Gurgaon,"Building no. 9, Candor TechSpace, IT/ITES SEZ, Tikri, Sector 48, Gurugram, Haryana 122018",28.42487691,77.03101261,DC Fast Charging,EV2,24-Jul,?12 k/Wh,Wifi
Uniworld Garden Charging Station,Haryana,Gurugram,"Plot No 1025, 2nd Floor, C block , sector 47, Haryana 122008",28.4273,77.0389,AC Fast Charging,EV1,24-Jul,?11 k/Wh,Wifi
JMD Gardens,Haryana,Gurugram,"Unnamed Road, Sector 33, Gurugram, Haryana 122018",28.4336,77.0349,AC Fast Charging,EV1,24-Jul,?10 k/Wh,Parking
"DLF - The Crest, Sec 43",Haryana,Gurgaon,"DLF Phase 5, Sector 43, Gurugram, Haryana 122002",28.4438196,77.1117253,AC Fast Charging,EV1,24-Jul,?10 k/Wh,"Wifi, Parking"
Volltic DCS011,Haryana,Gurgaon,"Institutional Area, Sector 32, Gurugram, Haryana 122018",28.44588294,77.04060087,DC Fast Charging,EV2,24-Jul,?13 k/Wh,"Wifi, Parking"
IOCL Chahar AC Charging Station,Haryana,Gurugram,"Basai Rd, Vikas Nagar, Sector 9, Gurugram, Haryana 122018",28.456,77.001,AC Fast Charging,EV1,24-Jul,?10 k/Wh,"No Wifi, No Parking"
Park Plaza Gurgaon DC Charging Station,Haryana,Gurugram,Unknown,28.4597,77.0758,DC Fast Charging,EV2,24-Jul,?14 k/Wh,Wifi
MG GURGAON SECTOR 15,Haryana,GURUGRAM,"32,MILESTONE,EXPERION CENTER,SECTOR 1,NH-8,HARYANA 122001 GURUGRAM",28.462298,77.048472,AC Fast Charging,EV1,24-Jul,?10 k/Wh,"Wifi, Parking"
WeWork Circle Demo,Haryana,Gurugram,"4th Floor, The Galaxy Hotel, Behind 32nd Milestone Off NH 8, Sector 15, Gurugram, Haryana 122001",28.4632,77.049,AC Fast Charging,EV1,24-Jul,?12 k/Wh,"Wifi, Parking"
Galleria DC Charging Station,Haryana,Gurugram,"DLF Phase IV, Sector 28, Gurugram, Haryana 122022",28.4673,77.0818,DC Fast Charging,EV2,24-Jul,?10 k/Wh,"Wifi, Parking"
"Vatika City Point, Sec 25",Haryana,Gurgaon,"Mehrauli-Gurgaon Rd, Heritage City, Sector 25, Gurugram, Haryana 122002",28.4811468,77.0831202,AC Fast Charging,EV1,24-Jul,?8 k/Wh,Parking
Heritage City AC Charging Station,Haryana,Gurugram,"Heritage City 581-600 Flats, Heritage City, Sector 25, Gurugram, Haryana 122022",28.4823,77.0766,AC Fast Charging,EV1,24-Jul,?9 k/Wh,"Wifi, Parking"
DLF Gateway Charging Station,Haryana,Gurgaon,"IndusInd Metro Station, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122022",28.49807984,77.09116915,DC Fast Charging,EV2,24-Jul,?12 k/Wh,Wifi
Unger India pvt India,Haryana,GURUGRAM,"71, Udyog Vihar Phase 1, Udyog Vihar, Sector 19, Gurugram, Haryana 122016",28.499,77.08356,AC Fast Charging,EV1,24-Jul,?10 k/Wh,Parking
Statiq RnD Centre AC Charging Station,Haryana,Gurgaon,"Statiq RnD Centre, Plot 80A, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122017",28.4997,77.0839,AC Fast Charging,EV1,24-Jul,?9 k/Wh,"Wifi, Parking"
Statiq RnD Centre DC Charging Station,Haryana,Gurgaon,"Statiq RnD Centre, Plot 80A, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122017",28.4997,77.0839,DC Fast Charging,EV2,24-Jul,?13 k/Wh,Parking
New Udaan Bhawan AdPod 1,Haryana,Gurgaon,Indira Gandhi International Airport,28.553,77.0944,DC Fast Charging,EV2,24-Jul,?15 k/Wh,"Wifi, Parking"
New Udaan Bhawan AdPod 2,Haryana,Gurgaon,Indira Gandhi International Airport,28.5537,77.0943,DC Fast Charging,EV2,24-Jul,?15 k/Wh,"Wifi, Parking"
Athergrid CP,Delhi,delhi,"A 221 road no 6, D Block, Connaught Place, New Delhi, 110037",28.633714,77.221904,AC Fast Charging,EV1,24-Jul,?11 k/Wh,"Wifi, Parking"
Woods Cafe Indira Priyadarshani Park,Uttar Pradesh,ghaziabad,"Indira Priyadarshani Park, Arthla, Mohan Nagar, Ghaziabad, Uttar Pradesh 201001",28.6749316,77.3982382,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Parking
"Daisy Motors, TML - CV, Hisar",Haryana,Hisar,"Daisy Motors, 12th KM Stone, Delhi-Hisar Bypass, Road, Hisar - 125001",29.1259617,75.8027817,AC Fast Charging,EV1,24-Jul,?8 k/Wh,Parking
Ganpati Petro DC Charging Station Hisar,Haryana,Sangli,"Ganpati Petro, Indian Oil Corporation, Opp. Vidut Nagar, Delhi Road, Industrial Area, Hisar, Haryana 125011",29.1332,75.7535,DC Fast Charging,EV2,24-Jul,?14 k/Wh,"Wifi, Parking"
Ganpati Petro AC Charging Station Hisar,Haryana,Sangli,"Ganpati Petro, Indian Oil Corporation, Opp. Vidut Nagar, Delhi Road, Industrial Area, Hisar, Haryana 125011",29.1332,75.7535,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Wifi
"SNEH DHABA, NH 1 Ganaur",Haryana,Ganaur,"64th Milestone, NH-1, Ganaur, Sonipat, Haryana 131101",29.157569,77.035833,AC Fast Charging,EV1,24-Jul,?7 k/Wh,"No Wifi, No Parking"
Mehak Garden Charging Station,Haryana,Sirsa,"National Highway 10, Sirsa, Haryana 125055",29.528,75.1325,AC Fast Charging,EV1,24-Jul,?8 k/Wh,Wifi
Neelkanth Star DC Charging Station,Haryana,Gurugram,"Neelkanth Star Karnal, NH 44, Gharunda, Kutail, Haryana 132114 ",29.6019,76.9803,DC Fast Charging,EV2,24-Jul,?12 k/Wh,Parking
Neelkanth Star AC charging  station,Haryana,karnal,"Neelkanth Star Karnal, NH 44, Gharunda, Kutail, Haryana 132114 ",29.6019,76.9803,AC Fast Charging,EV1,24-Jul,?9 k/Wh,"Wifi, Parking"
"IOCL Royal Petro, NH 44",Haryana,Karnal,"NH 44, Near The Royal Paradise Resort , Karnal- 132001",29.731581,76.976511,AC Fast Charging,EV1,24-Jul,?8 k/Wh,"Wifi, Parking"
SG Karnal DC Charging Station,Haryana,Karnal,"131 km Milestone, G. T, GT Karnal Rd, near Karna Lake, Karnal, Haryana 132001",29.7379,76.9756,DC Fast Charging,EV2,24-Jul,?12 k/Wh,"Wifi, Parking"
SG Karnal AC Charging Station,Haryana,Karnal,"131 km Milestone, G. T, GT Karnal Rd, near Karna Lake, Karnal, Haryana 132001",29.7379,76.9756,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Wifi
Aman Hotel Kurukshetra DC Charging Station,Haryana,Shabhad," NH-1, GT Karnal Road, Shahabad Markanda, Shahabad, Haryana, 136135",30.2059,76.8575,DC Fast Charging,EV2,24-Jul,?11 k/Wh,Wifi
HAREDA EESL Panchkula,Haryana,Panchkula,"HAREDA, Akshay Urja Bhawan , Institutional plot No.1 Sector-17 Panchkula , 134109 Haryana",30.695929,76.834874,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Parking
HAREDA EESL Panchkula,Haryana,Panchkula,"HAREDA, Akshay Urja Bhawan , Institutional plot No.1 Sector-17 Panchkula , 134109 Haryana",30.695929,76.834874,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Wifi
HAREDA EESL Panchkula,Haryana,Panchkula,"Akshay Urja Bhawan, Plot No-1, Sector 17, Opp Agarwal Bhavan, Panchkula, Haryana 134109",30.76862873,76.85381552,AC Fast Charging,EV1,24-Jul,?9 k/Wh,"Wifi, Parking"
SG Jabli DC Charging Station,Himachal Pradesh,Kasauli,"VPO - Jabli, NH-22, Teh, Kasauli, Himachal Pradesh",30.879,76.9948,DC Fast Charging,EV2,24-Jul,?14 k/Wh,"No Wifi, No Parking"
SG Jabli  AC Charging Station,Himachal Pradesh,Kasauli,"VPO - Jabli, NH-22, Teh, Kasauli, Himachal Pradesh",30.879,76.9948,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Wifi
"IOCL - Tapan Auto, NH 22",Himachal Pradesh,Barog,"National Highway 22, Beside Tapan, Barog, Himachal Pradesh 173211",30.8873188,77.0879411,AC Fast Charging,EV1,24-Jul,?9 k/Wh,"No Wifi, No Parking"
Krishna Hansraj Hotel Una DC charging station ,Himachal Pradesh,Una,"Old Hoshiarpur Rd, Una, Himachal Pradesh 174303",31.4668,76.2568,DC Fast Charging,EV2,24-Jul,?13 k/Wh,"Wifi, Parking"
Suket Cafe DC Charging Station Sundar Nagar,Himachal Pradesh,Gajraula,"Suket Cafe, Pungh, National Highway 21, Sundar Nagar, Himachal Pradesh 175018",31.5153,76.8765,DC Fast Charging,EV2,24-Jul,?14 k/Wh,"Wifi, Parking"
Suket Cafe AC Charging Station Sundar Nagar,Himachal Pradesh,Sundar Nagar,"Suket Cafe, Pungh, National Highway 21, Sundar Nagar, Himachal Pradesh 175018",31.5153,76.8765,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Parking
"Daisy Motors, TML - CV, Hisar",Haryana,Hisar,"Daisy Motors, 12th KM Stone, Delhi-Hisar Bypass, Road, Hisar - 125001",29.1259617,75.8027817,AC Fast Charging,EV1,24-Jul,?8 k/Wh,Parking
"Croma, Ramanthapur",Andhra Pradesh,Hyderabad,"Croma, Unit No. 2 & 3, Ground Floor, Plot Survey No. 46, Pragathi Nagar, Ramanthapur Main Road, Ramanthapur, Telangana, Hyderabad - 500013",17.499345,78.541866,AC Fast Charging,EV1,24-Jul,?10 k/Wh,"Wifi, Parking"
Chai Kahani - Sainikpuri,Andhra Pradesh,hyderabad,"colony, 1st Cross Vayupuri, Verka Residency, Vayupuri, Sainikpuri",17.486819,78.5431269,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Parking
"Mr. Lalit Jenau00e2u0080u0098s Site, Panikoili",Rajasthan,Jajpur,"Beside Prasanta Filling Station(BPCL), Plot 1632, Mouza, Baliposi, PO: Baliposi, PS: Sathipur, Panikoili District, Jajpur 755025",20.9238315,86.2494284,DC Fast Charging,EV2,24-Jul,?15 k/Wh,Wifi
Miramar Residency - Blive,Goa,goa,"Miramar Beach, Miramar, Panaji, Goa",15.4845196,73.8091218,AC Fast Charging,EV1,24-Jul,?10 k/Wh,Wifi
Kotak Mahindra Bank,Madhya Pradesh,indore,"580, Mahatma Gandhi Rd, near Indraprastha Tower, Infront of, Race Course Road, Indore, Madhya Pradesh ",22.7229189,75.8793613,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Wifi
Tata Power ,Jammu,Jammu,"Le ROI, Jammu, Railway Station, Jammu, Jammu & Kashmir - 180003",32.7064117,74.8792033,AC Fast Charging,EV1,24-Jul,?10 k/Wh,Wifi
Detailing Bull,Haryana,gurugram,"F7, Shushant Lok 2 Near Hong Kong Bazar, Sector 57, Gurugram, Haryana 122011",28.4195244,77.0885144,AC Fast Charging,EV1,24-Jul,?8 k/Wh,Parking
"Arise Autoz, Narwal Byepass",Jammu & Kashmir,Jammu,"Arise Autoz Pvt Ltd, Mailk Market , Narwal Byepass Jammu-180016",32.70661,74.89568,DC Fast Charging,EV2,24-Jul,?12 k/Wh,"Wifi, Parking"
"Asia One Earth, Jammu Tawi",Jammu & Kashmir,Jammu,"Asia One Earth, Jammu Tawi, Nehru Market, Jammu tawi, Jammu & Kashmir-180004",32.713043,74.8598406,AC Fast Charging,EV1,24-Jul,?10 k/Wh,"Wifi, Parking"
Hotel Prabhat Palace DC Charging Station,Jammu and Kashmir,Katra,"Jammu Road, Katra Ro - 182301",32.9899,74.9255,DC Fast Charging,EV2,24-Jul,?10 k/Wh,"Wifi, Parking"
"Ather Space, Palakkad",Kerala,palakkad,"KVR Green Energy Pvt Ltd , TS2 Ventures , Mercy College Junction",10.770167,76.637861,AC Fast Charging,EV1,24-Jul,?7 k/Wh,Wifi
"CakeBee, Sulur",Tamil Nadu,coimbatore,"322/2 DEFENCE COLONY 2nd STREET, KADAMBADI VILLAGE, Sulur, Tamil Nadu ",11.024978,77.1667265,AC Fast Charging,EV1,24-Jul,?8 k/Wh,"No Wifi, No Parking"
Ather Space Hyderabad,Andhra Pradesh,hyderabad,"Plot no. 1 & 2, Survey No - 64P, Rohini Layout Opp Shilparamam, Hitech City, Madhapur",17.452666,78.380343,DC Fast Charging,EV2,24-Jul,?12 k/Wh,Wifi
"Ginger Hotel, Bistupur Main Road",Jharkhand,Jamshedpur,"Ginger Hotel Jamshedpur Opp. Voltas Building, Bistupur Main Road, Jamshedpur - 831001 Tel: 0657 666 3333",22.78778833,86.18442833,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Parking
"ASL Motors, Industrial Area",Jharkhand,Jamshedpur,"A-7, 2nd Phase, Industrial Area, Adityapur, Jamshedpur  832109",22.79094,86.14731,DC Fast Charging,EV2,24-Jul,?10 k/Wh,Wifi
ChargeNest Bank of Baroda,Jharkhand,Jamshedpur,"Bank of Baroda Parking Site, Jamshedpur",22.7941,86.1838,AC Fast Charging,EV1,24-Jul,?8 k/Wh,"No Wifi, No Parking"
"Tata Steel Car Parking, Northern Town",Jharkhand,Jamshedpur,"Northern Town, Jamshedpur, Jharkhand 831001",22.800099,86.188305,DC Fast Charging,EV2,24-Jul,?10 k/Wh,Parking
"Sakchi - Parking, Basant Central",Jharkhand,Jamshedpur,"Sakchi, Jamshedpur, Jharkhand 831001",22.802611,86.203633,AC Fast Charging,EV1,24-Jul,?7 k/Wh,Wifi
"Ambagan - Parking, Jubliee Park gate",Jharkhand,Jamshedpur,"Ambagan, Sakchi, Jamshedpur, Jharkhand - 831001",22.808483,86.198276,DC Fast Charging,EV2,24-Jul,?10 k/Wh,"No Wifi, No Parking"
TSUISL N Town Substation,Jharkhand,Jamshedpur,"N Town Substation, Jamshedpur",22.82275277,86.18177379,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Parking
"Basudeb Auto Limited, Shanti Nagar",Jharkhand,Ranchi,"Basudeb Auto, Shanti Nagar, Plot No 11, Kokar Industrial Area, Shanti Nagar, Ranchi, Jharkhand 834001",23.371302,85.350737,DC Fast Charging,EV2,24-Jul,?12 k/Wh,Wifi
"MG Ranchi, Line Tank Road",Jharkhand,Ranchi,"Near Firayalals Pulsar Plaza, Line Tank Rd, Ranchi, Jharkhand 834001",23.371745,85.326113,AC Fast Charging,EV1,24-Jul,?8 k/Wh,"No Wifi, No Parking"
"KRAFT AUTO, Bokaro Industrial Area",Jharkhand,Bokaro,"Plot no.- II/A 88, Phase - II,Bokaro Industrial Area,Bokaro - Jharkhand 827014 ",23.66473,86.073024,DC Fast Charging,EV2,24-Jul,?11 k/Wh,Wifi
"SS Motogen, Barwadda",Jharkhand,Dhanbad,"NH 2 Kashitand, Nag Nagar, Barwadda, Dhanbad, Jharkhand 826004",23.848551,86.441642,AC Fast Charging,EV1,24-Jul,?9 k/Wh,"No Wifi, No Parking"
Reliance Digital Kamlanagar,Delhi,delhi,"37 Bunglow Road Kamla Nagar, opp. Amitabh Guest House, Civil Lines, New Delhi",28.6839369,77.2022968,DC Fast Charging,EV2,24-Jul,?13 k/Wh,Wifi
Wyte Portico Hotel I Adoor,Kerala,Adoor,"Wyte Portico Hotel, High School Jn, Karuvatta, Adoor, Kerala 691523",9.1621728,76.7219365,AC Fast Charging,EV1,24-Jul,?8 k/Wh,Parking
"Cafe coffee day, Kazhakootam, Trivandrum",Kerala,trivandrum,"Queen Tower, Kazhakootam, Thiruvananthapuram, Kerala ",8.549333,76.877257,DC Fast Charging,EV2,24-Jul,?10 k/Wh,Wifi
Jogo Infinite,Kerala,kochi,"Louis Line, 3869a, Pandit Karuppan Rd, Perumanoor",9.9447031,76.2925099,AC Fast Charging,EV1,24-Jul,?7 k/Wh,Parking
"Ather Space, Thrissur",Kerala,trichur,"Autostarke Energy Pvt Ltd, 14/3 A1, Puzhakkal",10.54281,76.184562,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Wifi
"Chai Kings, Sai baba colony",Tamil Nadu,coimbatore,"No. 546 and 567, NSR Rd, Saibaba Colony, Tamil Nadu ",11.0268889,76.9485693,DC Fast Charging,EV2,24-Jul,?11 k/Wh,Wifi
Sixth Avenue Cafe,Kerala,calicut,"Ground Floor Baby Arcade, PT Usha Rd, near GatewayHotel, Kozhikode, Kerala ",11.2582475,75.7747771,AC Fast Charging,EV1,24-Jul,?8 k/Wh,"No Wifi, No Parking"
Waterwoods Lodge & Resort AC Charging Station,Karnataka,Metikuppe,"19, Karapura, N.Belthur Post Office, HD Kote Taluk, Nagarhole National Park, Karnataka 571114",11.9377,76.2655,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Wifi
"Urs Kar motors, New Kantharaj Road",Karnataka,Mysuru,"Urs Kar, CH 11, New Kantharaj Urs Rd, Mysuru, Karnataka 570004",12.2951473,76.6415085,DC Fast Charging,EV2,24-Jul,?10 k/Wh,"No Wifi, No Parking"
MALL OF MYSORE,Karnataka,MYSURU,"MG Road,Indira Nagar Extension,Nazarbad Mohalla,Mysuru,Karnataka 570010",12.298073,76.664021,AC Fast Charging,EV1,24-Jul,?8 k/Wh,Wifi
"Dyuthi Automobiles, Hunsur Road",Karnataka,Mysuru,"Plot No. 201/1&2, Hunsur Road,Mysore, Karnataka, 570017",12.3255681,76.6102634,AC Fast Charging,EV1,24-Jul,?9 k/Wh,"No Wifi, No Parking"
Saviruchi Veg DC Charging Station Mysore,Karnataka,Nashik,"Saviruchi Veg, Sri Venkateshwara Arcade, Malavalli, Karnataka 571430",12.3847,77.0532,DC Fast Charging,EV2,24-Jul,?10 k/Wh,Wifi
Indradhanush Restaurant I Mudagere,Karnataka,Mudagere,"Indradhanush Restaurant, Bangalore, SH17, Channapatna, Karnataka 571501",12.6395692,77.1413769,AC Fast Charging,EV1,24-Jul,?7 k/Wh,Parking
MSHSD Gojer Service Charging Station    ,Karnataka,Bengaluru,"Bettadasanapura, Bengaluru, Karnataka 560100",12.8427,77.64,DC Fast Charging,EV2,24-Jul,?12 k/Wh,"No Wifi, No Parking"
Volltic DCS01,Karnataka,Bangalore,"infosys limited, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",12.85190327,77.66662247,AC Fast Charging,EV1,24-Jul,?8 k/Wh,Wifi
The Forum Fiza Mall AC Charging Station Mangalore,Karnataka,Thane,"Basement parking (B1), The Forum Fiza Mall, Mangaladevi Temple Road, Pandeshwar, Mangalore - 575001",12.8576,74.8383,AC Fast Charging,EV1,24-Jul,?7 k/Wh,Wifi
Nandi Park Apartments,Karnataka,Bengaluru,"Nandi Park Apartments Gottigere, Bengaluru, Bangalo Karnataka, Indiare, Bangalore, Karnataka",12.8585,77.593,DC Fast Charging,EV2,24-Jul,?10 k/Wh,"No Wifi, No Parking"
Decathlon Bannerghatta,Karnataka,bengaluru,"Bannerghatta Main Rd, Kalena Agrahara",12.863595,77.590927,AC Fast Charging,EV1,24-Jul,?9 k/Wh,Parking
MG BENGALURU,Karnataka,ELECTRONIC CITY,"195/6/2,WARD NO 192,BHARATENA AGRAHARA,LAVA KUSHA NAGAR,HOSUR ROAD,KARNATAKA 560100 BENGALURU",12.865032,77.657853,DC Fast Charging,EV2,24-Jul,?11 k/Wh,Wifi
MG BENGALURU,Karnataka,Banglore,"195/6/2,WARD NO 192,BHARATENA AGRAHARA,LAVA KUSHA NAGAR,HOSUR ROAD,KARNATAKA 560100 BENGALURU",12.865032,77.657853,DC Fast Charging,EV2,24-Jul,?10 k/Wh,Wifi
"Kropex, Electronics City",Karnataka,Bangalore,"No 49/1, Hosur Main Road, Singasandra, Bangalore Urban, Bengaluru, Karnataka - 560068",12.872053,77.651174,DC Fast Charging,EV2,24-Jul,?12 k/Wh,"No Wifi, No Parking"
Tata Power ,Karnataka,Mangalore,"Auto Matrix, Bejai, Manjusha Building, Bejai, Mangalore, Karnataka 575004",12.885716,74.843476,AC Fast Charging,EV1,24-Jul,?8 k/Wh,Wifi
